sex,chest(inch,waist,hip,height,shoes,recommend_mil_top,recommend_mil_pants,recommend_mil_jacket,recommend_inner,recommend_T-shirts,recommend_underpants,recommend_shoes
men,36,29,37,164,265,90-168,70-173,90-168,90,90,90,270
men,40,33,41,181,275,100-178,80-178,100-178,100,100,100,270
men,41,35,43,178,265,100-178,85-178,100-178,100,100,105,270
men,43,35,43,181,275,105-178,85-178,105-178,105,105,105,270
men,41,36,44,176,280,100-173,90-173,100-173,100,100,110,270
men,38,31,39,170,270,95-168,75-168,95-168,95,95,95,270
men,40,31,39,180,270,100-178,75-178,100-178,100,100,95,270
men,43,34,42,177,270,105-173,85-173,105-173,105,105,105,270
men,39,32,40,178,260,95-178,80-178,95-178,95,95,100,270
men,40,33,41,170,270,100-168,80-168,100-168,100,100,100,270
men,38,31,39,170,265,95-168,75-168,95-168,95,95,95,270
men,41,33,41,179,280,100-178,80-178,100-178,100,100,100,270
men,38,32,40,175,270,95-173,80-173,95-173,95,95,100,270
men,36,29,37,161,260,90-168,70-173,90-168,90,90,90,270
men,38,32,40,167,270,95-168,80-168,95-168,95,95,100,270
men,41,33,41,187,285,100-185,80-185,105-187,100,100,100,270
men,47,40,47,178,275,115-178,100-178,115-173,115,115,115,270
men,40,31,39,181,280,100-178,75-178,100-178,100,100,95,270
men,38,31,39,170,260,95-168,75-168,95-168,95,95,95,270
men,42,35,43,168,265,105-168,85-168,105-173,105,105,105,270
men,37,31,39,161,235,90-168,75-168,90-168,90,90,95,270
men,41,33,41,183,295,100-178,80-178,100-178,100,100,100,270
men,40,33,41,170,265,100-168,80-168,100-168,100,100,100,270
men,41,33,41,181,280,100-178,80-178,100-178,100,100,100,270
men,43,35,43,187,275,105-185,85-185,105-187,105,105,105,270
men,41,34,42,173,270,100-173,85-173,100-173,100,100,105,270
men,42,34,42,185,275,105-185,85-185,105-178,105,105,105,270
men,40,33,41,179,275,100-178,80-178,100-178,100,100,100,270
men,40,33,41,174,260,100-173,80-173,100-173,100,100,100,270
men,40,32,40,178,265,100-178,80-178,100-178,100,100,100,270
men,43,34,42,171,265,105-173,85-173,105-173,105,105,105,270
men,43,38,45,178,285,105-178,95-178,105-178,105,105,110,270
men,39,32,40,170,260,95-168,80-168,95-168,95,95,100,270
men,38,31,39,175,255,95-173,75-173,95-173,95,95,95,270
men,38,31,39,173,260,95-173,75-173,95-173,95,95,95,270
men,42,37,45,179,280,105-178,90-178,105-178,105,105,110,270
men,44,35,43,177,265,110-173,85-173,115-173,110,110,105,270
men,45,37,44,174,290,110-173,90-173,115-173,110,110,110,270
men,40,33,41,175,260,100-173,80-173,100-173,100,100,100,270
men,40,33,41,178,270,100-178,80-178,100-178,100,100,100,270
men,40,34,42,179,270,100-178,85-178,100-178,100,100,105,270
men,40,33,41,176,270,100-173,80-173,100-173,100,100,100,270
men,38,31,39,176,275,95-173,75-173,95-173,95,95,95,270
men,40,34,42,162,255,100-168,85-168,100-168,100,100,105,270
men,37,29,37,167,260,90-168,70-173,90-168,90,90,90,270
men,39,32,40,169,265,95-168,80-168,95-168,95,95,100,270
men,40,32,40,181,280,100-178,80-178,100-178,100,100,100,270
men,38,32,40,174,275,95-173,80-173,95-173,95,95,100,270
men,37,30,38,174,265,90-173,75-173,90-173,90,90,95,270
men,38,31,39,174,265,95-173,75-173,95-173,95,95,95,270
men,37,31,39,172,260,90-173,75-173,90-173,90,90,95,270
men,50,40,49,181,290,125-185,100-178,115-183,125,125,120,270
men,41,35,43,179,275,100-178,85-178,100-178,100,100,105,270
men,38,31,39,170,275,95-168,75-168,95-168,95,95,95,270
men,42,35,43,168,270,105-168,85-168,105-173,105,105,105,270
men,39,31,39,178,265,95-178,75-178,95-178,95,95,95,270
men,41,34,42,177,270,100-173,85-173,100-173,100,100,105,270
men,40,34,42,178,270,100-178,85-178,100-178,100,100,105,270
men,37,31,39,170,265,90-168,75-168,90-168,90,90,95,270
men,41,33,41,169,265,100-168,80-168,100-168,100,100,100,270
men,38,29,38,185,265,95-185,75-185,95-178,95,95,95,270
men,44,38,46,172,270,110-173,95-173,115-173,110,110,115,270
men,40,32,40,175,280,100-173,80-173,100-173,100,100,100,270
men,38,32,40,183,270,95-178,80-178,95-178,95,95,100,270
men,41,34,42,182,280,100-178,85-178,100-178,100,100,105,270
men,39,32,40,170,270,95-168,80-168,95-168,95,95,100,270
men,41,33,41,170,265,100-168,80-168,100-168,100,100,100,270
men,39,32,40,171,265,95-173,80-173,95-173,95,95,100,270
men,44,39,47,173,265,110-173,95-173,115-173,110,110,115,270
men,44,33,41,177,270,110-173,80-173,115-173,110,110,100,270
men,41,32,40,182,280,100-178,80-178,100-178,100,100,100,270
men,40,31,39,172,255,100-173,75-173,100-173,100,100,95,270
men,44,34,42,180,280,110-178,85-178,115-183,110,110,105,270
men,44,38,46,176,275,110-173,95-173,115-173,110,110,115,270
men,39,34,42,173,270,95-173,85-173,95-173,95,95,105,270
men,37,28,37,178,270,90-178,75-178,95-178,90,90,90,270
men,41,31,39,173,265,100-173,75-173,100-173,100,100,95,270
men,39,29,38,178,270,95-178,75-178,95-178,95,95,95,270
men,42,30,38,170,270,105-168,75-168,105-173,105,105,95,270
men,41,32,40,168,270,100-168,80-168,100-168,100,100,100,270
men,39,35,43,180,280,95-178,85-178,95-178,95,95,105,270
men,40,34,42,167,260,100-168,85-168,100-168,100,100,105,270
men,45,37,45,182,280,110-178,90-178,115-183,110,110,110,270
men,41,33,41,173,265,100-173,80-173,100-173,100,100,100,270
men,42,33,41,172,270,105-173,80-173,105-173,105,105,100,270
men,42,34,42,174,275,105-173,85-173,105-173,105,105,105,270
men,43,33,41,180,275,105-178,80-178,105-178,105,105,100,270
men,38,31,39,182,275,95-178,75-178,95-178,95,95,95,270
men,45,34,42,181,280,110-178,85-178,115-183,110,110,105,270
men,45,37,45,178,280,110-178,90-178,115-173,110,110,110,270
men,37,31,38,175,260,90-173,75-173,90-173,90,90,95,270
men,42,34,42,171,270,105-173,85-173,105-173,105,105,105,270
men,48,39,47,183,290,120-178,95-178,115-183,120,120,115,270
men,44,38,46,173,280,110-173,95-173,115-173,110,110,115,270
men,39,31,39,174,265,95-173,75-173,95-173,95,95,95,270
men,39,32,40,171,260,95-173,80-173,95-173,95,95,100,270
men,45,37,45,179,275,110-178,90-178,115-173,110,110,110,270
men,42,30,38,170,265,105-168,75-168,105-173,105,105,95,270
men,38,30,38,169,250,95-168,75-168,95-168,95,95,95,270
men,42,35,43,173,265,105-173,85-173,105-173,105,105,105,270
men,40,32,40,180,285,100-178,80-178,100-178,100,100,100,270
men,41,34,42,173,280,100-173,85-173,100-173,100,100,105,270
men,37,32,40,178,275,90-178,80-178,95-178,90,90,100,270
men,44,35,43,168,255,110-173,85-168,115-173,110,110,105,270
men,42,34,42,180,280,105-178,85-178,105-178,105,105,105,270
men,42,29,37,175,270,105-173,70-173,105-173,105,105,90,270
men,41,33,41,169,260,100-168,80-168,100-168,100,100,100,270
men,43,34,42,170,270,105-168,85-168,105-173,105,105,105,270
men,46,39,47,174,275,115-178,95-173,115-173,115,115,115,270
men,45,36,44,173,275,110-173,90-173,115-173,110,110,110,270
men,45,34,42,179,280,110-178,85-178,115-173,110,110,105,270
men,41,32,40,177,275,100-173,80-173,100-173,100,100,100,270
men,42,35,43,185,285,105-185,85-185,105-178,105,105,105,270
men,38,32,40,174,275,95-173,80-173,95-173,95,95,100,270
men,41,33,41,179,270,100-178,80-178,100-178,100,100,100,270
men,50,40,48,180,300,125-185,100-178,115-183,125,125,120,270
men,38,30,38,176,265,95-173,75-173,95-173,95,95,95,270
men,43,35,42,181,280,105-178,85-178,105-178,105,105,105,270
men,43,35,43,180,265,105-178,85-178,105-178,105,105,105,270
men,40,31,39,168,250,100-168,75-168,100-168,100,100,95,270
men,39,32,40,163,265,95-168,80-168,95-168,95,95,100,270
men,47,42,48,173,270,115-178,105-178,115-173,115,115,120,270
men,41,32,40,175,270,100-173,80-173,100-173,100,100,100,270
men,39,31,39,165,250,95-168,75-168,95-168,95,95,95,270
men,40,32,40,175,270,100-173,80-173,100-173,100,100,100,270
men,41,33,41,170,260,100-168,80-168,100-168,100,100,100,270
men,40,36,44,178,285,100-178,90-178,100-178,100,100,110,270
men,38,29,37,172,260,95-173,70-173,95-173,95,95,90,270
men,43,35,43,173,270,105-173,85-173,105-173,105,105,105,270
men,46,38,46,177,280,115-178,95-173,115-173,115,115,115,270
men,37,31,39,169,260,90-168,75-168,90-168,90,90,95,270
men,42,33,41,182,280,105-178,80-178,105-178,105,105,100,270
men,44,32,40,171,270,110-173,80-173,115-173,110,110,100,270
men,38,31,39,170,250,95-168,75-168,95-168,95,95,95,270
men,40,31,39,170,260,100-168,75-168,100-168,100,100,95,270
men,43,33,41,178,280,105-178,80-178,105-178,105,105,100,270
men,42,30,38,173,275,105-173,75-173,105-173,105,105,95,270
men,38,29,38,168,265,95-168,70-173,95-168,95,95,95,270
men,44,34,42,177,265,110-173,85-173,115-173,110,110,105,270
men,38,33,41,170,265,95-168,80-168,95-168,95,95,100,270
men,41,34,42,181,265,100-178,85-178,100-178,100,100,105,270
men,43,39,47,183,280,105-178,95-178,105-178,105,105,115,270
men,43,33,41,177,270,105-173,80-173,105-173,105,105,100,270
men,43,33,41,181,280,105-178,80-178,105-178,105,105,100,270
men,43,35,43,180,280,105-178,85-178,105-178,105,105,105,270
men,42,36,44,172,265,105-173,90-173,105-173,105,105,110,270
men,45,36,44,168,265,110-173,90-168,115-173,110,110,110,270
men,39,30,38,165,250,95-168,75-168,95-168,95,95,95,270
men,37,32,40,177,280,90-173,80-173,90-173,90,90,100,270
men,41,32,40,169,260,100-168,80-168,100-168,100,100,100,270
men,46,36,44,175,270,115-178,90-173,115-173,115,115,110,270
men,39,33,41,182,280,95-178,80-178,95-178,95,95,100,270
men,41,36,44,184,275,100-178,90-178,100-178,100,100,110,270
men,40,34,42,166,275,100-168,85-168,100-168,100,100,105,270
men,35,29,38,161,255,90-168,70-173,90-168,90,90,95,270
men,39,32,40,178,270,95-178,80-178,95-178,95,95,100,270
men,41,31,39,174,275,100-173,75-173,100-173,100,100,95,270
men,38,31,39,178,275,95-178,75-178,95-178,95,95,95,270
men,39,32,40,172,260,95-173,80-173,95-173,95,95,100,270
men,39,30,38,182,270,95-178,75-178,95-178,95,95,95,270
men,43,36,44,172,265,105-173,90-173,105-173,105,105,110,270
men,44,35,43,170,270,110-173,85-168,115-173,110,110,105,270
men,42,32,40,178,260,105-178,80-178,105-178,105,105,100,270
men,40,31,39,174,260,100-173,75-173,100-173,100,100,95,270
men,42,35,43,178,265,105-178,85-178,105-178,105,105,105,270
men,43,36,44,178,275,105-178,90-178,105-178,105,105,110,270
men,41,33,41,173,260,100-173,80-173,100-173,100,100,100,270
men,37,28,37,170,270,90-168,70-173,90-168,90,90,90,270
men,41,34,42,178,270,100-178,85-178,100-178,100,100,105,270
men,38,32,40,179,260,95-178,80-178,95-178,95,95,100,270
men,47,40,48,188,280,115-185,100-185,115-183,115,115,120,270
men,37,30,38,169,245,90-168,75-168,90-168,90,90,95,270
men,40,33,41,170,265,100-168,80-168,100-168,100,100,100,270
men,39,32,40,177,280,95-173,80-173,95-173,95,95,100,270
men,38,30,38,169,265,95-168,75-168,95-168,95,95,95,270
men,41,32,40,177,275,100-173,80-173,100-173,100,100,100,270
men,44,32,40,180,275,110-178,80-178,115-183,110,110,100,270
men,42,34,42,178,280,105-178,85-178,105-178,105,105,105,270
men,42,34,42,175,270,105-173,85-173,105-173,105,105,105,270
men,44,33,41,173,270,110-173,80-173,115-173,110,110,100,270
men,45,37,45,195,295,110-185,90-185,115-183,110,110,110,270
men,41,34,42,168,265,100-168,85-168,100-168,100,100,105,270
men,39,31,39,174,270,95-173,75-173,95-173,95,95,95,270
men,47,39,47,173,285,115-178,95-173,115-173,115,115,115,270
men,38,31,39,175,265,95-173,75-173,95-173,95,95,95,270
men,42,34,42,164,260,105-168,85-168,105-173,105,105,105,270
men,39,30,38,170,260,95-168,75-168,95-168,95,95,95,270
men,39,32,40,175,270,95-173,80-173,95-173,95,95,100,270
men,41,34,42,178,270,100-178,85-178,100-178,100,100,105,270
men,44,34,42,180,280,110-178,85-178,115-183,110,110,105,270
men,42,33,41,184,290,105-178,80-178,105-178,105,105,100,270
men,35,31,38,170,265,90-168,75-168,90-168,90,90,95,270
men,41,34,42,180,270,100-178,85-178,100-178,100,100,105,270
men,43,32,40,175,270,105-173,80-173,105-173,105,105,100,270
men,45,32,40,180,270,110-178,80-178,115-183,110,110,100,270
men,43,34,42,184,280,105-178,85-178,105-178,105,105,105,270
men,43,34,43,177,275,105-173,85-173,105-173,105,105,105,270
men,37,31,39,178,275,90-178,75-178,95-178,90,90,95,270
men,48,43,49,177,270,120-178,105-178,115-173,120,120,120,270
men,37,32,40,170,265,90-168,80-168,90-168,90,90,100,270
men,41,35,43,166,260,100-168,85-168,100-168,100,100,105,270
men,41,33,41,183,280,100-178,80-178,100-178,100,100,100,270
men,49,44,51,183,280,120-178,110-185,115-183,120,120,125,270
men,47,36,45,181,280,115-178,90-178,115-183,115,115,110,270
men,38,31,39,172,270,95-173,75-173,95-173,95,95,95,270
men,37,29,37,168,265,90-168,70-173,90-168,90,90,90,270
men,40,35,43,173,280,100-173,85-173,100-173,100,100,105,270
men,39,35,42,169,265,95-168,85-168,95-168,95,95,105,270
men,46,42,49,180,275,115-178,105-178,115-183,115,115,120,270
men,38,34,42,169,270,95-168,85-168,95-168,95,95,105,270
men,43,34,43,170,270,105-168,85-168,105-173,105,105,105,270
men,41,35,43,181,275,100-178,85-178,100-178,100,100,105,270
men,43,37,45,184,285,105-178,90-178,105-178,105,105,110,270
men,36,31,39,170,270,90-168,75-168,90-168,90,90,95,270
men,36,32,41,177,265,90-173,80-173,90-173,90,90,100,270
men,43,36,44,180,280,105-178,90-178,105-178,105,105,110,270
men,40,33,41,177,280,100-173,80-173,100-173,100,100,100,270
men,35,31,38,170,255,90-168,75-168,90-168,90,90,95,270
men,41,34,42,184,280,100-178,85-178,100-178,100,100,105,270
men,42,39,46,189,275,105-185,95-185,105-187,105,105,115,270
men,35,29,37,173,270,90-173,70-173,90-173,90,90,90,270
men,38,31,39,168,250,95-168,75-168,95-168,95,95,95,270
men,41,37,44,171,270,100-173,90-173,100-173,100,100,110,270
men,41,34,43,183,275,100-178,85-178,100-178,100,100,105,270
men,41,35,43,180,260,100-178,85-178,100-178,100,100,105,270
men,37,32,40,168,260,90-168,80-168,90-168,90,90,100,270
men,38,33,41,177,270,95-173,80-173,95-173,95,95,100,270
men,40,32,41,170,260,100-168,80-168,100-168,100,100,100,270
men,40,37,44,166,265,100-168,90-168,100-168,100,100,110,270
men,45,40,48,178,280,110-178,100-178,115-173,110,110,120,270
men,40,33,41,181,275,100-178,80-178,100-178,100,100,100,270
men,36,30,38,170,260,90-168,75-168,90-168,90,90,95,270
men,36,30,39,178,275,90-178,75-178,95-178,90,90,95,270
men,42,33,41,178,285,105-178,80-178,105-178,105,105,100,270
men,45,37,45,181,285,110-178,90-178,115-183,110,110,110,270
men,45,34,43,180,280,110-178,85-178,115-183,110,110,105,270
men,47,41,49,184,280,115-178,100-178,115-183,115,115,120,270
men,38,31,39,176,275,95-173,75-173,95-173,95,95,95,270
men,41,34,43,165,265,100-168,85-168,100-168,100,100,105,270
men,46,41,49,190,320,115-185,100-185,115-183,115,115,120,270
men,48,38,47,183,280,120-178,95-178,115-183,120,120,115,270
men,40,32,41,174,270,100-173,80-173,100-173,100,100,100,270
men,41,33,41,179,270,100-178,80-178,100-178,100,100,100,270
men,38,32,41,175,260,95-173,80-173,95-173,95,95,100,270
men,44,38,46,170,275,110-173,95-168,115-173,110,110,115,270
men,39,30,39,170,255,95-168,75-168,95-168,95,95,95,270
men,39,31,39,174,265,95-173,75-173,95-173,95,95,95,270
men,40,30,39,162,260,100-168,75-168,100-168,100,100,95,270
men,43,34,43,177,270,105-173,85-173,105-173,105,105,105,270
men,39,31,39,178,285,95-178,75-178,95-178,95,95,95,270
men,40,30,39,180,265,100-178,75-178,100-178,100,100,95,270
men,43,33,41,170,265,105-168,80-168,105-173,105,105,100,270
men,39,31,39,172,265,95-173,75-173,95-173,95,95,95,270
men,40,31,39,176,260,100-173,75-173,100-173,100,100,95,270
men,37,32,40,171,265,90-173,80-173,90-173,90,90,100,270
men,46,43,49,189,290,115-185,110-185,115-183,115,115,120,270
men,35,29,38,172,250,90-173,70-173,90-173,90,90,95,270
men,40,34,43,176,275,100-173,85-173,100-173,100,100,105,270
men,42,38,44,173,270,105-173,95-173,105-173,105,105,110,270
men,42,34,43,172,265,105-173,85-173,105-173,105,105,105,270
men,39,34,42,165,265,95-168,85-168,95-168,95,95,105,270
men,41,36,45,185,275,100-185,90-185,100-178,100,100,110,270
men,41,36,44,174,270,100-173,90-173,100-173,100,100,110,270
men,40,36,45,172,270,100-173,90-173,100-173,100,100,110,270
men,38,33,41,174,265,95-173,80-173,95-173,95,95,100,270
men,37,32,41,174,260,90-173,80-173,90-173,90,90,100,270
men,46,40,48,170,270,115-178,100-173,115-173,115,115,120,270
men,47,44,51,189,295,115-185,110-185,115-183,115,115,125,270
men,36,31,39,176,260,90-173,75-173,90-173,90,90,95,270
men,40,35,43,181,270,100-178,85-178,100-178,100,100,105,270
men,37,33,40,177,260,90-173,80-173,90-173,90,90,100,270
men,36,32,40,175,270,90-173,80-173,90-173,90,90,100,270
men,37,30,39,170,270,90-168,75-168,90-168,90,90,95,270
men,36,31,39,172,260,90-173,75-173,90-173,90,90,95,270
men,41,32,40,172,260,100-173,80-173,100-173,100,100,100,270
men,39,33,41,177,275,95-173,80-173,95-173,95,95,100,270
men,41,35,43,182,270,100-178,85-178,100-178,100,100,105,270
men,37,33,41,171,265,90-173,80-173,90-173,90,90,100,270
men,40,32,41,178,275,100-178,80-178,100-178,100,100,100,270
